Username,Followers,Score_tag,Tweet
NeyhoLiyah,313,NONE,"""RT @aryagendry: why is brienne lord commander of bran's kingsguard and not lord commander of sansa's queensguard make it make sense"""
ainebainnee,1245,NONE,"""RT @Stark_Fan007: #GameOfThrones
Me and game of thrones Cast &amp; Crew https://t.co/HGH4t7MXry"""
DarkGrayCanary,66,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
DafyddHatton,230,P,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
Airfia_connie,1621,P,"""Champions league is the ultimate for me"""
HMTrey112,660,P,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
missingtheus,12919,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
Faulkner14Scott,21,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
EdgarMa16971724,4,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
vikavoskres,106,P,"""RT @uItramaIfoy: daenerys, missandei, and jorah reuniting in heaven tonight https://t.co/zImnYg39dl"""
tropicastra,3378,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
bewitchingspam,96,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
MermaidBi,45,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
ninifelgueiras,72,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
fentse_mogale,855,NONE,"""Howling"""
KaroliAlejandra,791,P,"""RT @odairannies: sansa ""please don't bother talking"" stark https://t.co/t90POj9xlO"""
im_a_deathwish,232,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
a_moriendi,81,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
KimberlyKemjika,764,NONE,"""RT @Yamuva_: Dracarys https://t.co/Hi4BjMU06C"""
radley_militar,158,P,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
slimonch,611,P,"""Going to look for this series. That's Tywin Lannister!!!"""
manapat03,91,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Mia_Hurricanes,1295,N,"""'Game of Thrones'' Final Insult Was Tyrion Messing With the Chairs https://t.co/i43Q2D24sV"""
AJLoCascio,37018,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
mlj_xo,1673,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
NoSaidSimi,461,NONE,"""RT @Kevo_Andretti: I guess...... im just not into fantasy TV https://t.co/OCvEeb0GQe"""
hunterj79,356,P,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
cawgous,453,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
valntyne18_,118,P,"""RT @womanlikedemi: i can proudly say that im part of the 1% of people that have never watched game of thrones"""
Sparky617,78,P,"""RT @miracleofsound: Game Of Thrones fans: 'Worst ending ever!' 
Mass Effect fans: https://t.co/ioHwquP1Np"""
eliisa01_,13,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
SimZanfo,56,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
bitchtffff,507,N+,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
AlecPizarro,508,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Sansfunnybonesr,156,P,"""RT @UpIsNotJump: *Arya rides off on white horse*

Fans:

""It's a metaphor!""

""It's Bran!""

""It's gone..."""""
somsomyeon,165,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Doyeoniese,248,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
Biraeth,229,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
Tweetingsnail,77,NONE,"""RT @tutterslife: how game of thrones SHOULD have ended https://t.co/QlzahLC4uQ"""
shivanijoshi_15,206,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
karmanchor,283,P,"""RT @jemelehill: So Arya became a stone cold killer just to eventually start a bunch of Air BnBs west of Westeros. #DemThrones"""
Prodigy_B,99,NONE,"""RT @alex3000__: get a load of this guy https://t.co/s9gZpF365h"""
DianaSan_,44,P,"""RT @doctorbasill: can always count on the dw bbca account to produce quality content https://t.co/JyBvkEdcXX"""
jard_sard,121,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
NBonzella,35,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
amutantskeleton,103,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
FHSalamah,628,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jim_peters,489,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
jmarcosso,325,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
moonrisejaejae,25,NONE,"""RT @mydaymemes: How Game of Thrones should have ended https://t.co/2Sxcz6vLIU"""
tweeetbirb,92,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
KhanHayashi,48,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
Bloodylipss,407,N,"""RT @CosmopolitanUK: Even Isaac Hempstead Wright thought Bran Stark's fate in Game of Thrones was a joke https://t.co/LwSNTqQgJ9"""
Stefan_rss,221,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
gallowscalib8or,530,N+,"""fucked up that we never got margery/sansa and renly/loras ruling the 7 kingdoms"""
Limage_,302,P,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
_imne_,155,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
flaquitagine,20,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
T1meWellWasted,133,N+,"""@HBO You guys ruined Game of Thrones. This last season was TERRIBLE"""
marialuipereira,196,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
gurbyyy_,398,N+,"""RT @shirtoffshawtyy: All that nigga do is watch tv in his head. https://t.co/I0n4k0AyBy"""
SenyaLisette,2780,NONE,"""I think about Drogon a lot"""
dohaayehia,1109,NONE,"""RT @youresoartdeco: ARYA STARK &gt; CHRISTOPHER COLUMBUS"""
Brem333,208,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
Jerziiii,12264,NONE,"""@rosedoff Drogon"""
francois_louvet,141,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jirehjayri,2577,P,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
Owletfluffs,16,NONE,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
young_papi_jp,94,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
headsetheadache,16,NEU,"""Schrodinger's Bran is both useless and all powerful until GRRM opens the box."""
_jazbeck_,1000,NONE,"""RT @banebutwoke: Arya Dril https://t.co/jKiYSkjBaY"""
robyn_docherty,762,P,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
MayElinPotts,109,NONE,"""RT @ringer: #Daenerys has some thoughts ... #GameOfThrones https://t.co/j7s4abVXHo"""
fiorepsi,218,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
RBryant2012,2153,P,"""Onion headline for this week: ""Elizabeth Warren promises new jobs for Game of Thrones content miners in new economy"" yes good send tweet"""
AllMighty_Annie,383,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
Paula_Figueredo,1020,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Tolugrey,4021,N+,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
StrangerSong,214,NONE,"""RT @CatStaggs: ""...and I, Brienne of Tarth, am the first women to write  on Game of Thrones since season 3..."" https://t.co/iZevZvdLKy"""
MikeeMcCool,461,N,"""Bran at Bronns new Brothels"""
jossyukam,2526,NONE,"""RT @mus1eh: #gameofthrones
Sam: Attempts to introduce democracy to Westeros 

The lord and ladies: https://t.co/E9oZIaFMfW"""
monikiez,80,N,"""RT @gmannVOLS: Gendry was so bad at sex that Arya wanted to go places that weren't even on a map"""
callmelauu_,563,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
jackmatecki,63,N+,"""@_Woodreau @HBO @GameOfThrones Seasons 1-6 Bravo. 7 and 8 were complete trash."""
Faris_sinan,165,P+,"""@PopCrave Daenerys deserves better"""
taemflamer,1390,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
yunior_66,7,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
bailey_colleen_,228,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
xandra712,1,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
00Samson,465,P,"""@Weezus07 Aye was weird as he spent ten mins trying to convince Him to do the 'right' thing. 30 secs after job's done. I back Bran."""
xespinosaure,565,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
detroitread,444,NONE,"""RT @danishkhld: Sansa when Lord Edmure was hyping himself up
#GameOfThrones
 https://t.co/uRDtdNMIAP"""
SaintsGrrl,188,NONE,"""@vulture Bran didn't warn Jon about what Dany was going to do because BRAN CANNOT SEE THE FUTURE. Why do people not get that?"""
baciamiBieber,9275,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
WSyann,151,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
leleisland,141,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Squally_kins,210,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
AtlaureHayes,375,NONE,"""BRUH."""
hanna_fofanna,472,NONE,"""RT @jasonsudeikiss: this is what I think game of thrones is https://t.co/BrDoC0oBk7"""
Chris_Borges20,221,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
vademanque,71,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
patxlokx,265,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
j_argyris,248,P,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
iancheesey,29,NONE,"""@carlydermott Watched game of thrones?"""
_orestesgonzz,220,NONE,"""RT @ailejandra18: Daenerys being carried away by Drogon https://t.co/uQkjcyEMWf"""
BaptisteDurante,321,NONE,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
AmaraIsQueen,8171,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
xourshelter,2342,N,"""RT @sansascstark: sansa stark's abusers all dead and her thriving as queen, all that matters to me. https://t.co/CMUQq05ywY"""
argelaandra,418,N+,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
duuuaaaxx,1081,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
RunicGuardsman,56,N,"""RT @andymannion77: The last shot of Game Of Thrones https://t.co/PgY50f7HO1"""
W1SESTMILK,750,NONE,"""RT @ClinicallyLuxe: The search bar. https://t.co/YXC4PdIinD"""
berprisjenny,324,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Nemo19089,296,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
sjdvda,1495,NONE,"""RT @briancgrubb: season two of barry was, in my opinion...

https://t.co/l04Ry8dPk9 https://t.co/U8xsYMYMJK"""
Steelermatt29,236,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
DanielVillalona,1235,P,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
SeanStepan,43,P,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
pardog93,135,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
CharlesDarrenJr,512,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
talesofcaro,682,NONE,"""Still laughing at Bran going from ""I no longer want"" to ""yes please"""""
LerHelen,8,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
mr_perfekkt,26,P,"""RT @notlenaheadey: the correct anatomy of cersei lannister i think https://t.co/hYnj3OdJTT"""
Poupiloupapou,35,NONE,"""RT @Holyzusss: Bran dans les rues de Kings Landing quand tout sera reconstruit https://t.co/BRvmekUaGs"""
Braimoh_A,425,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
Elvirajacome,409,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
_heavyrain_,273,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
saramunh,358,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
lenaamaGOT,2,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
yigitaugustus,291,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Themistyhotdog,75,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
mcabre2400,49,P,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
TeoIndustries,495,N+,"""@alexruthrauff @sciam What was the line? I just remember Euron being a fucking prick as usual."""
ngbulan,1220,P,"""as theon fan since s2 yes"""
Imkaka_,73,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
v_laflame,592,P,"""LMAOO we been sayin this @eclecticrmk"""
pinkfurrykitten,157,P+,"""Bless this relationship i love it"""
Lucrecia84,552,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
OnikaJtm,1366,NONE,"""RT @sansastcrk: sansa stark being crowned queen in the north, oil on canvas, artist: god. https://t.co/03YdsiI0Wy"""
NewYearDay13,677,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
atmomosfer,691,NONE,"""RT @handokotjung: Game of Thrones Finale. https://t.co/Knypmvak8t"""
tomatorecoletor,54,P,"""RT @ladyadorabeezle: Arya..... Thanks to the cast and crew of GOT for the beautiful work! #GameOfThones https://t.co/yUJCnalu91"""
skyaadhi,34,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Jenniecadayrit,269,P,"""no, u think too highly of us. lol"""
TriMills,671,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
Quacksons_01,1398,N,"""RT @sansascstark: sansa stark's abusers all dead and her thriving as queen, all that matters to me. https://t.co/CMUQq05ywY"""
meganocn,47,P,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
DBMRyan,694,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
charlogazzo,540,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
99_jesscervera,82,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
hokie98jj,920,P,"""RT @De11eDonne: Thank you @RealSportsHBO for spending some time with us! Tune in tonight at 10 PM ET on @HBO ! https://t.co/Ea01TXUDFY"""
JeffKrisko,109,P,"""hey did anyone else notice the dragon is named drogon wow that's wild please give likes for this original thought about a book from 1996"""
ohboyitslauren,821,N,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
mags_rsd,12,N,"""RT @antizyrus: This shot of Drogon behind Dany #GOT https://t.co/bAol0dwOZ8"""
FunesNahir,408,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
KeenanTanti,458,NONE,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
AmSw_,277,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
_sarank,2904,NONE,"""RT @dontbotherwithu: no one:

Ppl who don't watch Game of Thrones: https://t.co/uI0LZaM31F"""
IreneVerso,678,N,"""RT @andymannion77: The last shot of Game Of Thrones https://t.co/PgY50f7HO1"""
andrezabala1991,57,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
bbg_lexii27,204,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
marktonna1,6,NONE,"""Watch One Second From Every Game of Thrones Episode
https://t.co/T0V3NcoycM"""
jani_christine,38,NONE,"""RT @IBexWeBex: I could never get into Game Of Thrones, but I would watch EVERY SINGLE EPISODE of an Arya The Pirate Queen spin-off #GOT"""
seriouslykim,938,N,"""Do you guys think Drogon destroyed the throne because"""
AsChiWasSayin,2357,P,"""RT @joaquinphoeniex: targ nation will remain no matter what happens we ride for daenerys even after death mwah! https://t.co/FPq9jziVf1"""
NachGC,331,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
sydneycorrin,878,P,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
Mathilde_Togas,124,P,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
goldman_stackz,156,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
JasweenDhaliwal,172,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
sweety_crank,753,P,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
BeckyThom_,306,P,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
billydanaherx,558,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
waz_zze,126,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
S3VYNN,502,P,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
PHLBizKenneth,4538,NONE,"""RT @Claire_Bushey: Editor: Have you filed yet?

Me: https://t.co/MaDfHnLgYo"""
GMToone,177,P,"""RT @JoeLazauskas: Tyrion Lannister is a content marketing thought leader now https://t.co/jk7K7FXIlB"""
danzuuuuuuuuu,473,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
newwnvr,45,N,"""RT @Tasmiyah_c: My other queen. All hail Sansa Stark, Queen in the North. https://t.co/PnInhn1Rcj"""
DanaRedq8,3200,NONE,"""RT @abezerraigor: J.K. Rowling Reveals that Arya stark is the transgender Harry Potter All Along https://t.co/QP2TU0kqLQ"""
Holly241114,453,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
emilybinks_,254,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ultraoutro,91,N,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
chase37_,135,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
gatoxico_,856,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
PurePrawtein,373,N,"""They also missed out on 7 legendary seasons"""
jaavierav,919,P,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
FenRawrys,179,NONE,"""RT @Zeddary: behold the three-eyed raven https://t.co/HUcibVf2Si"""
weirdsisterr,76,NONE,"""RT @voxdotcom: On #GameofThrones, Sansa and Cersei's evolving costumes mirrored their struggles for power. https://t.co/ee4Ogcu3WX"""
whoisaron,1500,P,"""Just like everything else lmfaooo"""
NuriaRafaela,502,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
shaqpacc,1521,P,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
dreamoforgonon,9467,P,"""@ncrao_ @sylvianorths He CAME UP WITH the Sansa/Ramsay idea"""
RUN_ADMC,110,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
KadavulNoOne,583,N+,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
SIERRBEAN,364,N,"""RT @CheeksGruden: Not liking popular things doesn't make you cool. https://t.co/HmLd8p79cY"""
RalphnotLauren,32,N,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
Mar__G_3,928,P,"""~just so everyone understands~ the behind the scenes ARTISTS are the ones who run Game of Thrones thank u !!"""
mttlesome,1350,N+,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
frahumata,242,NONE,"""RT @TomSommers5: Game of Thrones Alternative Ending: https://t.co/QMJIDNO879"""
aiitanita64,16,N+,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
DavMuhire,970,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
Minorello7,1657,NONE,"""Marquei como visto Game of Thrones - 1x2 - The Kingsroad https://t.co/TFKhma2b61 #bancodeseries"""
thewritestuff9,4,N,"""The Real Reason Fans Hate the Last Season of &lt;em&gt;Game of Thrones&lt;/em&gt; https://t.co/9lG1pUzzsk via @sciam"""
margutierrezj_,143,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
aurabelove,671,NONE,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
peytonchandler_,557,N,"""RT @gmannVOLS: Gendry was so bad at sex that Arya wanted to go places that weren't even on a map"""
Serena_Kayyy,520,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
lBeja,1706,P,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
Fozzy_94,230,NONE,"""RT @Jack_I_Swear: Bran in the throne room after knowing all along he was destined to be king
#GameofThrones https://t.co/U6adXjvBvI"""
nitesun1994,177,NONE,"""RT @Spilling_The_T: #GameofThrones
Edmure Tully: I could be King

#Sansa: https://t.co/pSPZjrjZKK"""
Adelinerunrun,2306,NONE,"""RT @ringer: #Daenerys has some thoughts ... #GameOfThrones https://t.co/j7s4abVXHo"""
heildaenerys,92,N,"""RT @ladyenfys: Your girlfriend/boyfriend should NOT be your first priority... Your first priority should ALWAYS be DAENERYS TARGARYEN"""
tay_minnick,685,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
larasabd,37,N+,"""Im so sorry to be that bitch but it was named after daenerys' late husband..."""
astronomanda,681,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
srsly_kay,1286,NONE,"""RT @aryagendry: why is brienne lord commander of bran's kingsguard and not lord commander of sansa's queensguard make it make sense"""
Leynafweens,367,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Jessiexthexmess,253,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Minorello7,1657,NONE,"""Marquei como visto Game of Thrones - 1x3 - Lord Snow https://t.co/d5LJr53wMC #bancodeseries"""
pratikvats7,179,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
palmeero4,603,P,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
bridget_foley_,20,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
AxelTeddyG,481,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
RiezaApr,1085,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
LupineStark,229,NONE,"""Arya discovered new land and calls it: West Westeros. Or: Westerwesteros."""
